manual_match,company_type,page_handle,page_name,company_name,company_id,company_status_date,days_from_company_status_to_now,bigrams_intersection,times_prosecutor,times_defendant,times_unknown_appearences,companies_general_info_columns,changed_picture,has_website,has_top_20_website,phone,has_phone,email,has_email,number_of_likes,has_more_than_100_likes,has_more_than_10_likes,has_more_than_1_likes,checkins,were_here_count,talking_about_count,changed_cover,has_location,has_country,has_state,has_country_state,has_country_state_city,has_country_or_state_or_city,is_unclaimed,is_published,is_verified,is_permanently_closed,is_community_page,start_info,has_start_info,has_text,description_length,description_words,about_length,about_words,products_length,products_words,general_info_length,general_info_words,category,category_list,number_of_records,number_of_pages,companies_events_columns,first_event_time,last_event_time,number_of_different_months_with_events,total_events,total_attending,min_attending_per_event,max_attending_per_event,avg_attending_per_event,total_maybe,min_maybe_per_event,max_maybe_per_event,avg_maybe_per_event,total_noreply,min_noreply_per_event,max_noreply_per_event,avg_noreply_per_event,total_interested,min_interested_per_event,max_interested_per_event,avg_interested_per_event,total_declined,min_declined_per_post,max_declined_per_post,avg_declined_per_post,companies_photos,first_photo_time,last_photo_time,number_of_different_photo_uploaders,number_of_photos_self_tagged,number_of_photos_with_tagged_people_without_self,total_number_of_people_tagged_in_photos,avg_number_of_people_tagged_in_photos,min_number_of_people_tagged_in_photos,max_number_of_people_tagged_in_photos,avg_number_of_people_tagged_in_photos_when_more_than_zero,number_of_different_months_for_photos,total_photos,number_of_albums,number_of_normal_albums,number_of_wall_albums,number_of_mobile_albums,number_of_cover_albums,number_of_profile_albums,number_of_app_albums,number_of_null_albums,number_of_photos_in_normal_albums,number_of_photos_in_wall_albums,number_of_photos_in_mobile_albums,number_of_photos_in_cover_albums,number_of_photos_in_profile_albums,number_of_photos_in_app_albums,number_of_photos_in_null_albums,number_of_photos_1qr_before_status,number_of_photos_2qr_before_status,number_of_photos_3qr_before_status,number_of_photos_4qr_before_status,number_of_photos_6months_before_status,number_of_photos_12months_before_status,companies_posts_columns,companies_posts_calculation_date,days_from_last_post_to_now,days_from_last_post_to_company_status,first_post_time,last_post_time,number_of_different_months_with_posts,total_posts,total_user_changed_post_time,total_posts_with_photos,total_posts_with_photos_more_than_5_comments,total_posts_with_photos_less_than_5_comments,total_posts_with_photos_more_than_5_likes,total_posts_with_photos_less_than_5_likes,total_posts_with_link,total_posts_with_link_more_than_5_comments,total_posts_with_link_less_than_5_comments,total_posts_with_link_more_than_5_likes,total_posts_with_link_less_than_5_likes,total_user_posts,total_user_posts_more_than_5_comments,total_user_posts_less_than_5_comments,total_user_posts_more_than_5_likes,total_user_posts_less_than_5_likes,total_comments_to_user_posts,min_comments_per_user_posts,max_comments_per_user_posts,avg_comments_per_user_posts,total_likes_to_user_posts,min_likes_per_user_posts,max_likes_per_user_posts,avg_likes_per_user_posts,total_other_users_posts,total_other_users_posts_more_than_5_comments,total_other_users_posts_less_than_5_comments,total_other_users_posts_more_than_5_likes,total_other_users_posts_less_than_5_likes,total_comments_to_other_users_posts,min_comments_per_other_users_post,max_comments_per_other_users_post,avg_comments_per_other_users_post,total_likes_to_other_users_posts,min_likes_per_other_users_post,max_likes_per_other_users_post,avg_likes_per_other_users_post,companies_posts_comments_new_columns,first_time_of_post_with_comment,last_time_of_post_with_comment,number_of_different_months_with_comments,total_posts_with_comments,distinct_commentators,distinct_commentators_1qr_months_before_status,distinct_commentators_2qr_months_before_status,distinct_commentators_3qr_months_before_status,distinct_commentators_4qr_months_before_status,distinct_commentators_6months_before_status,distinct_commentators_12months_before_status,distinct_commentators_6months_after_status,companies_posts_reactions_columns,first_post_with_reaction_time,last_post_with_reaction_time,number_of_different_months_with_reactions,total_posts_with_reactions,distinct_interacting_users,distinct_interacting_users_1qr_before_status,distinct_interacting_users_2qr_before_status,distinct_interacting_users_3qr_before_status,distinct_interacting_users_4qr_before_status,distinct_interacting_users_6months_before_status,distinct_interacting_users_12months_before_status,distinct_interacting_users_6months_after_status
,rasham,1085474064814969,דגר השקעות,"ד.ג.ר. השקעות  בע""מ",513054742,2016-06-26,0,3,0,0,0,companies_general_info_columns,0,0,0,,0,,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,TRUE,,FALSE,FALSE,,,0,0,,,,,,,,,Local Business,Workplace & Office,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-26,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
,forceliquidated,1402673086612088,יפית  כדורי דודזון  -קריינית,"כדורי דוד בע""מ",513761486,2012-09-20,1375,16,0,25,7,companies_general_info_columns,1,0,0,054-7713277,1,,0,42,0,1,1,0,0,0,1,1,1,0,0,0,1,FALSE,,FALSE,FALSE,,,0,1,63,10,73,6,,,,,Community,,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2014-01-01,2014-12-15,1,0,0,0,0,0,0,,2,2,2,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,companies_posts_columns,2016-06-26,559,-816,2014-01-16,2014-12-15,4,15,2,13,0,13,1,12,13,0,13,1,12,13,0,13,1,12,2,0,1,0.1333333333,25,0,11,1.666666667,13,0,2,0,2,0,0,0,0,0,0,0,0,companies_posts_comments_columns,2014-01-16,2014-01-22,1,2,2,0,0,0,0,0,0,0,companies_posts_reactions_columns,2014-01-16,2014-12-15,6,15,15,0,0,0,0,0,0,0
,forceliquidated,1404179356570007,יהושע יצחק שפירא,"יצחק יהושע בע""מ",511255226,1998-08-11,6529,11,0,0,0,companies_general_info_columns,0,0,0,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,,FALSE,FALSE,,,0,1,27,6,,,,,,,Interest,,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-26,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
,forceliquidated,1.50021E+15,פרמסי ישראל מוצרי טיפוח והזנה לשיער,"פרמסי (ישראל) בע""מ",511406936,1996-07-29,7272,25,0,0,0,companies_general_info_columns,1,0,0,054-3083433,1,,0,70,0,1,1,1,1,0,1,1,1,0,0,0,1,FALSE,,FALSE,FALSE,,,0,1,,,108,17,,,,,Local Business,"Cosmetics & Beauty Supply,Barber Shop",1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2014-06-29,2014-08-26,1,0,20,736,17.52380952,0,48,36.8,3,42,3,0,1,0,1,1,0,0,0,39,0,1,2,0,0,0,0,0,0,0,0,companies_posts_columns,2016-06-26,227,-7045,2014-06-29,2015-11-12,5,44,7,44,0,44,11,33,44,0,44,11,33,41,0,41,11,30,0,0,0,0,101,0,13,2.295454545,41,0,3,0,3,0,0,0,0,4,0,2,0.09090909091,companies_posts_comments_columns,,,0,0,0,0,0,0,0,0,0,0,companies_posts_reactions_columns,2014-06-29,2015-11-12,43,44,79,0,0,0,0,0,0,0
,forceliquidated,1571700826381829,"מועדונית אשל ר""ג","אשל ר.ג בע""מ",520029547,2006-09-14,3573,10,0,0,0,companies_general_info_columns,0,0,0,,0,,0,0,0,0,0,3,3,0,0,1,1,0,0,0,1,TRUE,,FALSE,FALSE,,,0,0,,,,,,,,,Local Business,School,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-26,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
,rasham,10316690869,"הפועל ""איזי-פורקס"" קרית שלום","איזי פורקס בע""מ ",513213751,2016-06-26,0,19,0,17,13,companies_general_info_columns,1,0,0,,0,,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,,FALSE,FALSE,,,0,0,,,,,,,,,Community,,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2008-02-05,2008-02-05,1,0,0,0,0,0,0,,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,companies_posts_columns,2016-06-26,128,128,2016-02-19,2016-02-19,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,12,12,12,12,3,3,3,3,companies_posts_comments_columns,2016-02-19,2016-02-19,1,1,10,0,10,0,0,10,10,0,companies_posts_reactions_columns,2016-02-19,2016-02-19,1,1,3,0,3,0,0,3,3,0
,rasham,102971293121843,שירותים - ארקיע אינטרנשיונל,"ארקיע אינטרנשיונל (1981) בע""מ",510900046,2016-06-26,0,8,2,26,17,companies_general_info_columns,0,0,0,,0,,0,3,0,0,1,2,2,0,0,1,1,0,0,0,1,TRUE,,FALSE,FALSE,,,0,0,,,,,,,,,Local Business,Local Business,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-26,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
,closed,133604440042688,"אזרחות פולנית | תמ""א 38 | עורך דין אזרחי-מסחרי | עמיחי זילברברג",א. זילבר,511582611,2016-06-26,0,55,0,0,0,companies_general_info_columns,1,1,1,03-9562858 03-9676654,1,amichai.poland@gmail.com,1,174,1,1,1,0,0,2,1,1,1,0,0,0,1,FALSE,,FALSE,FALSE,,,0,1,444,70,123,18,,,,,Professional Services,Professional Services,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2011-02-28,2013-02-22,1,1,0,1,0.02857142857,0,1,1,10,35,5,2,1,0,1,1,0,0,10,20,0,2,3,0,0,0,0,0,0,0,0,companies_posts_columns,2016-06-26,87,87,2011-03-13,2016-03-31,15,56,9,28,0,28,1,27,47,0,47,1,46,55,0,55,1,54,10,0,2,0.1785714286,88,0,5,1.571428571,55,0,1,0,1,3,0,3,0.05357142857,0,0,0,0,companies_posts_comments_columns,2011-03-21,2016-03-31,8,9,9,2,0,0,0,2,2,7,companies_posts_reactions_columns,2011-03-13,2016-03-31,45,56,31,0,0,0,0,0,0,31
,closed,138422406234083,ש.ק.י - שיווק והפצת קרח יבש,"ק.י. שיווק בע""מ",510674054,2016-06-26,0,17,0,0,0,companies_general_info_columns,1,1,1,0502-391361/3,1,,0,54,0,1,1,0,0,1,1,1,1,0,0,0,1,FALSE,,FALSE,FALSE,,,0,1,223,29,93,15,1258,215,,,Industrials,,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2011-07-22,2014-07-17,1,0,0,0,0,0,0,,2,9,4,1,1,0,1,1,0,0,4,2,0,1,2,0,0,0,0,0,0,0,0,companies_posts_columns,2016-06-26,703,703,2011-07-22,2014-07-24,6,11,5,7,0,7,0,7,7,0,7,0,7,8,0,8,0,8,2,0,1,0.1818181818,6,0,2,0.5454545455,8,0,3,0,3,3,0,1,0.2727272727,0,0,0,0,companies_posts_comments_columns,2011-07-22,2014-07-24,5,5,3,0,0,0,0,0,0,3,companies_posts_reactions_columns,2011-07-22,2014-07-24,7,11,4,0,0,0,0,0,0,4
,liquidated,174233682652194,שיעור מבנים-כי כאן בונים בניינים;),"כ""י מבנים (1985) בע""מ",511061079,2014-11-11,593,27,0,0,0,companies_general_info_columns,0,0,0,,0,,0,0,0,0,0,8,8,0,0,1,1,0,0,0,1,TRUE,,FALSE,FALSE,,,0,0,,,,,,,,,Local Business,Local Business,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-26,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
,liquidated,196399843779260,"תמא הנדסה - ניהול וליווי פרויקטי תמ""א 38","תמ""א ניהול- הנדסה בע""מ",514494061,2011-07-28,1795,29,0,0,0,companies_general_info_columns,1,0,0,052-2845762,1,,0,25,0,1,1,0,0,1,0,1,1,0,0,0,1,FALSE,,FALSE,FALSE,,,0,1,304,52,35,7,,,,,Engineering/Construction,,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2011-12-02,2011-12-02,1,0,0,0,0,0,0,,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,companies_posts_columns,2016-06-26,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
,liquidated,226793624026539,אורן ארבל - שיווק דגים,"סוקרטס שיווק 1995 בע""מ",512240292,2011-06-20,1833,12,0,0,0,companies_general_info_columns,1,0,0,0545-427-669,1,,0,200,1,1,1,10,10,6,1,1,1,0,0,0,1,FALSE,,FALSE,FALSE,,,0,1,90,15,14,3,,,,,Food/Grocery,Food & Grocery,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2011-07-24,2016-04-13,1,13,3,16,0.09039548023,0,2,1.142857143,34,177,6,2,1,1,1,1,0,0,18,40,109,8,2,0,0,0,0,0,0,0,0,companies_posts_columns,2016-06-26,74,-1759,2011-07-24,2016-04-13,36,133,50,127,8,119,100,27,128,8,120,100,28,131,9,122,102,29,135,0,11,1.015037594,1012,0,21,7.609022556,131,0,2,0,2,1,0,1,0.007518796992,4,0,4,0.03007518797,companies_posts_comments_columns,2011-07-25,2016-04-11,21,35,27,0,0,0,0,0,0,0,companies_posts_reactions_columns,2011-07-24,2016-04-13,120,133,160,0,0,0,0,0,0,0
1,liquidated,292044364155620,גורדון 82,"גורדון 82  בע""מ",514434265,2011-03-04,1941,0,0,0,0,companies_general_info_columns,0,0,0,,0,,0,0,0,0,0,9,9,0,0,1,1,0,0,0,1,TRUE,,FALSE,FALSE,,,0,0,,,,,,,,,Local Business,Local Business,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-26,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
,liquidated,451743101666491,בכר כובעים וחולצות,"בכר כובעים בע""מ ",514701457,2015-09-17,283,8,0,0,0,companies_general_info_columns,1,0,0,528664691,1,,0,23,0,1,1,0,0,3,1,1,1,0,0,0,1,FALSE,,FALSE,FALSE,,,0,0,,,,,,,,,Shopping/Retail,Shopping & Retail,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2015-06-13,2016-05-03,1,0,0,0,0,0,0,,5,127,4,0,1,1,1,1,0,0,0,15,110,1,1,0,0,51,31,0,0,82,82,companies_posts_columns,2016-06-26,54,-229,2015-06-13,2016-05-03,5,16,0,0,0,0,0,0,15,0,15,1,14,16,0,16,1,15,0,0,0,0,29,0,6,1.8125,16,0,0,0,0,0,0,0,0,0,0,0,0,companies_posts_comments_columns,,,0,0,0,0,0,0,0,0,0,0,companies_posts_reactions_columns,2015-06-13,2016-05-03,11,16,0,0,0,0,0,0,0,0
,rasham,1005380699533203,"ישבורג בע""מ  Isboreg ltd","ישבורג (1973) בע""מ",510663578,2016-06-26,0,17,0,0,0,companies_general_info_columns,1,1,1,04-8721957,1,,0,24,0,1,1,0,0,1,1,1,1,0,0,0,1,FALSE,,FALSE,FALSE,,,0,1,97,16,153,22,,,,,Industrials,Industrials,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2015-11-11,2015-11-19,1,0,0,0,0,0,0,,1,25,4,1,0,1,1,1,0,0,9,0,13,1,2,0,0,0,0,25,0,0,25,companies_posts_columns,2016-06-26,137,137,2015-11-11,2016-02-10,2,7,3,5,0,5,0,5,6,0,6,0,6,7,0,7,0,7,2,0,1,0.2857142857,11,0,4,1.571428571,7,0,0,0,0,0,0,0,0,0,0,0,0,companies_posts_comments_columns,2015-11-11,2015-11-17,1,2,1,0,0,1,0,0,1,1,companies_posts_reactions_columns,2015-11-11,2016-02-10,5,7,5,0,0,5,0,0,5,5
,rasham,1076559242372682,סיגל מזגר עמר רפלקסולוגית בכירה,"עמר סיגל בע""מ",513519389,2016-06-26,0,25,0,0,0,companies_general_info_columns,1,1,1,546648806,1,,0,320,1,1,1,0,0,100,1,1,1,0,0,0,1,FALSE,,FALSE,FALSE,,,0,1,320,53,139,23,,,,,Health/Medical/Pharmacy,Medical & Health,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2015-06-11,2016-06-21,1,0,0,0,0,0,0,,10,22,3,0,1,0,1,1,0,0,0,18,0,1,3,0,0,9,6,3,1,15,19,companies_posts_columns,2016-06-26,18,18,2015-06-16,2016-06-08,11,34,17,29,1,28,19,10,29,1,28,19,10,28,1,27,19,9,25,0,5,0.7352941176,273,0,33,8.029411765,28,0,6,2,4,5,0,1,0.1470588235,31,0,13,0.9117647059,companies_posts_comments_columns,2015-06-16,2016-05-18,9,18,23,13,8,5,0,19,22,6,companies_posts_reactions_columns,2015-06-16,2016-06-08,34,34,109,52,45,44,10,72,97,65
1,forceliquidated,305900262798709,כחול אירועים על הים,"כחול אירועים על הים בע""מ",513523019,2014-02-19,858,0,0,8,6,companies_general_info_columns,0,0,0,,0,,0,3,0,0,1,1,1,0,0,1,1,0,0,0,1,TRUE,,FALSE,FALSE,,,0,0,,,,,,,,,Local Business,Local Business,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-26,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
,closed,104820129589929,מומנטום פתרונות מימון,"ר.ס.ר. מימון (1982) בע""מ",510956550,2016-06-26,0,14,0,0,0,companies_general_info_columns,1,1,1,03-7512990,1,,0,25,0,1,1,1,1,0,0,1,1,0,0,0,1,FALSE,,FALSE,FALSE,,,0,1,,,119,20,,,,,Local Business,Local Business,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2010-11-24,2010-11-24,1,0,0,0,0,0,0,,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,companies_posts_columns,2016-06-26,1496,1496,2010-11-24,2012-05-22,5,5,1,2,0,2,0,2,3,0,3,0,3,2,0,2,0,2,0,0,0,0,2,0,2,0.4,2,0,3,0,3,1,0,1,0.2,1,0,1,0.2,companies_posts_comments_columns,2011-05-17,2011-05-17,1,1,1,0,0,0,0,0,0,1,companies_posts_reactions_columns,2010-11-24,2012-05-22,5,5,2,0,0,0,0,0,0,2
,closed,111460308960065,שיעור חשבונאות עם אור היפה בנשים חיים שליי היא!!!,"א.ו.ר. חשבונאות בע""מ",510858590,2016-06-26,0,40,0,0,0,companies_general_info_columns,0,0,0,,0,,0,0,0,0,0,5,5,0,0,1,1,0,0,0,1,TRUE,,FALSE,FALSE,,,0,0,,,,,,,,,Local Business,Local Business,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-26,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
,liquidated,117064718314767,אופקים - אייג'נט דיירקט,"אייג'נט דיירקט בע""מ",513766766,2015-08-05,326,7,0,0,0,companies_general_info_columns,1,0,0,7610859/8-03,1,,0,14,0,1,1,0,0,0,0,1,0,0,0,0,0,FALSE,,FALSE,FALSE,,,0,1,,,45,7,,,,,Community,,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2010-04-28,2010-04-28,1,0,0,0,0,0,0,,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,companies_posts_columns,2016-06-26,2251,1925,2010-04-28,2010-04-28,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,companies_posts_comments_columns,2010-04-28,2010-04-28,1,1,1,0,0,0,0,0,0,1,companies_posts_reactions_columns,2010-04-28,2010-04-28,1,1,0,0,0,0,0,0,0,0
,liquidated,135028239932055,מרידיאן ים המלח חדר משפחת מור,"מור - ים המלח בע""מ",511941759,2012-12-04,1300,20,0,0,0,companies_general_info_columns,0,0,0,,0,,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,TRUE,,FALSE,FALSE,,,0,0,,,,,,,,,Local Business,Local Business,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-26,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
0,closed,136406919742607,ארקנט-Arcnet,"ארקנט בע""מ",511595696,2016-06-26,0,6,0,0,0,companies_general_info_columns,1,1,1,09-7668283,1,,0,14,0,1,1,0,0,0,0,1,0,0,0,0,1,FALSE,,FALSE,FALSE,,,0,1,,,125,23,,,,,Community,,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2010-10-23,2010-10-23,1,0,0,0,0,0,0,,1,14,2,1,0,0,0,1,0,0,12,0,0,0,2,0,0,0,0,0,0,0,0,companies_posts_columns,2016-06-26,2073,2073,2010-10-23,2010-10-23,1,2,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,companies_posts_comments_columns,,,0,0,0,0,0,0,0,0,0,0,companies_posts_reactions_columns,2010-10-23,2010-10-23,2,2,0,0,0,0,0,0,0,0
,liquidated,208038565874728,״גרציה״ קריספי בר-קפה,"קפה קריספי בע""מ",512726522,2004-05-06,4434,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-26,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,forceliquidated,183550158428171,הרודס מטבחים,"הרודס מטבחים בע""מ",513914911,2014-08-21,675,0,1,3,0,companies_general_info_columns,1,1,1,35588980,1,,0,6756,1,1,1,3,3,20,1,1,1,0,0,0,1,FALSE,,FALSE,FALSE,,2012-01-01,1,1,209,28,67,7,,,,,Shopping/Retail,Furniture Store,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2012-03-27,2016-04-04,1,0,2,3,0.00310880829,0,2,1.5,31,965,43,39,1,1,1,1,0,0,779,88,94,3,1,0,0,0,1,35,69,1,105,companies_posts_columns,2016-06-26,52,-623,2012-03-27,2016-05-05,43,245,76,205,9,196,124,81,206,9,197,124,82,233,9,224,137,96,448,0,200,1.828571429,2007,0,187,8.191836735,233,1,11,3,9,18,0,9,0.07346938776,45,0,17,0.1836734694,companies_posts_comments_columns,2012-03-27,2016-05-05,29,75,339,1,16,87,3,16,92,135,companies_posts_reactions_columns,2012-03-27,2016-05-05,206,245,860,13,30,146,31,37,177,532
2,forceliquidated,140605449337970,אופנת גולדן,"אופנת גולדן בע""מ",510994916,2006-06-13,3666,0,0,0,0,companies_general_info_columns,0,0,0,,0,,0,2,0,0,1,0,0,0,0,1,1,0,0,0,1,TRUE,,FALSE,FALSE,,,0,0,,,,,,,,,Local Business,Local Business,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-26,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
,closed,1003603759724388,פרויקט ״זהור אלפרדאוס״ גבעת פרדיס החדשה,"אלפרדאוס בע""מ",511581225,2016-06-26,0,31,0,0,0,companies_general_info_columns,1,0,0,,0,,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,TRUE,,FALSE,FALSE,,,0,0,,,,,,,,,Local Business,Event,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-26,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
,rasham,1040161349330359,מסגריית מוניר-אעבלין,"מסגריית אעבלין בע""מ",513969717,2016-06-26,0,5,0,2,0,companies_general_info_columns,1,0,0,506465100,1,,0,4,0,0,1,0,0,0,0,1,1,0,0,0,1,FALSE,,FALSE,FALSE,,,0,1,,,13,2,,,,,Professional Services,Professional Services,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2015-08-20,2015-08-20,1,0,0,0,0,0,0,,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,companies_posts_columns,2016-06-26,311,311,2015-08-20,2015-08-20,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,companies_posts_comments_columns,,,0,0,0,0,0,0,0,0,0,0,companies_posts_reactions_columns,2015-08-20,2015-08-20,1,1,0,0,0,0,0,0,0,0
