is_match,company_type,page_handle,company_id,company_status_date,days_from_company_status_to_now,bigrams_intersection,times_prosecutor,times_defendant,times_unknown_appearences,companies_general_info_columns,changed_picture,has_website,has_top_20_website,phone,has_phone,email,has_email,number_of_likes,has_more_than_100_likes,has_more_than_10_likes,has_more_than_1_likes,checkins,were_here_count,talking_about_count,changed_cover,has_location,has_country,has_state,has_country_state,has_country_state_city,has_country_or_state_or_city,is_unclaimed,is_published,is_verified,is_permanently_closed,is_community_page,start_info,has_start_info,has_text,description_length,description_words,about_length,about_words,products_length,products_words,general_info_length,general_info_words,category,category_list,number_of_records,number_of_pages,companies_events_columns,first_event_time,last_event_time,number_of_different_months_with_events,total_events,total_attending,min_attending_per_event,max_attending_per_event,avg_attending_per_event,total_maybe,min_maybe_per_event,max_maybe_per_event,avg_maybe_per_event,total_noreply,min_noreply_per_event,max_noreply_per_event,avg_noreply_per_event,total_interested,min_interested_per_event,max_interested_per_event,avg_interested_per_event,total_declined,min_declined_per_post,max_declined_per_post,avg_declined_per_post,companies_photos,first_photo_time,last_photo_time,number_of_different_photo_uploaders,number_of_photos_self_tagged,number_of_photos_with_tagged_people_without_self,total_number_of_people_tagged_in_photos,avg_number_of_people_tagged_in_photos,min_number_of_people_tagged_in_photos,max_number_of_people_tagged_in_photos,avg_number_of_people_tagged_in_photos_when_more_than_zero,number_of_different_months_for_photos,total_photos,number_of_albums,number_of_normal_albums,number_of_wall_albums,number_of_mobile_albums,number_of_cover_albums,number_of_profile_albums,number_of_app_albums,number_of_null_albums,number_of_photos_in_normal_albums,number_of_photos_in_wall_albums,number_of_photos_in_mobile_albums,number_of_photos_in_cover_albums,number_of_photos_in_profile_albums,number_of_photos_in_app_albums,number_of_photos_in_null_albums,number_of_photos_1qr_before_status,number_of_photos_2qr_before_status,number_of_photos_3qr_before_status,number_of_photos_4qr_before_status,number_of_photos_6months_before_status,number_of_photos_12months_before_status,companies_posts_columns,companies_posts_calculation_date,days_from_last_post_to_now,days_from_last_post_to_company_status,first_post_time,last_post_time,number_of_different_months_with_posts,total_posts,total_user_changed_post_time,total_posts_with_photos,total_posts_with_photos_more_than_5_comments,total_posts_with_photos_less_than_5_comments,total_posts_with_photos_more_than_5_likes,total_posts_with_photos_less_than_5_likes,total_posts_with_link,total_posts_with_link_more_than_5_comments,total_posts_with_link_less_than_5_comments,total_posts_with_link_more_than_5_likes,total_posts_with_link_less_than_5_likes,total_user_posts,total_user_posts_more_than_5_comments,total_user_posts_less_than_5_comments,total_user_posts_more_than_5_likes,total_user_posts_less_than_5_likes,total_comments_to_user_posts,min_comments_per_user_posts,max_comments_per_user_posts,avg_comments_per_user_posts,total_likes_to_user_posts,min_likes_per_user_posts,max_likes_per_user_posts,avg_likes_per_user_posts,total_other_users_posts,total_other_users_posts_more_than_5_comments,total_other_users_posts_less_than_5_comments,total_other_users_posts_more_than_5_likes,total_other_users_posts_less_than_5_likes,total_comments_to_other_users_posts,min_comments_per_other_users_post,max_comments_per_other_users_post,avg_comments_per_other_users_post,total_likes_to_other_users_posts,min_likes_per_other_users_post,max_likes_per_other_users_post,avg_likes_per_other_users_post,companies_posts_comments_new_columns,first_time_of_post_with_comment,last_time_of_post_with_comment,number_of_different_months_with_comments,total_posts_with_comments,distinct_commentators,distinct_commentators_1qr_months_before_status,distinct_commentators_2qr_months_before_status,distinct_commentators_3qr_months_before_status,distinct_commentators_4qr_months_before_status,distinct_commentators_6months_before_status,distinct_commentators_12months_before_status,distinct_commentators_6months_after_status,companies_posts_reactions_columns,first_post_with_reaction_time,last_post_with_reaction_time,number_of_different_months_with_reactions,total_posts_with_reactions,distinct_interacting_users,distinct_interacting_users_1qr_before_status,distinct_interacting_users_2qr_before_status,distinct_interacting_users_3qr_before_status,distinct_interacting_users_4qr_before_status,distinct_interacting_users_6months_before_status,distinct_interacting_users_12months_before_status,distinct_interacting_users_6months_after_status
2,forceliquidated,1.30941E+14,513833145,12/2/2014,574,14,0,0,0,companies_general_info_columns,1,1,1,03-9311644,1,,0,102,1,1,1,1,0,1,1,1,1,0,0,0,1,FALSE,,FALSE,FALSE,,,0,1,,,126,17,,,,,Engineering/Construction,Engineering/Construction,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,6/29/2010,6/2/2016,1,0,0,0,0,0,0,,9,82,8,5,1,0,1,1,0,0,69,5,0,3,5,0,0,0,0,0,2,0,2,companies_posts_columns,6/28/2016,26,-548,7/8/2010,6/2/2016,8,18,2,16,0,16,1,15,17,0,17,1,16,13,0,13,1,12,1,0,1,0.055555556,25,0,5,1.388888889,13,0,5,0,5,0,0,0,0,0,0,0,0,companies_posts_comments_columns,4/24/2016,4/24/2016,1,1,1,0,0,0,0,0,0,0,companies_posts_reactions_columns,7/8/2010,6/2/2016,13,18,10,0,0,0,0,0,0,0
1,rasham,1.00261E+14,514442292,6/28/2016,0,5,0,0,0,companies_general_info_columns,0,0,0,542828650,1,,0,13,0,1,1,0,0,0,1,1,0,0,0,0,0,FALSE,,FALSE,FALSE,,1/1/2004,1,0,,,,,,,,,Insurance Company,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,1/13/2013,1/13/2013,1,0,0,0,0,0,0,,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,companies_posts_columns,6/28/2016,1262,1262,1/13/2013,1/13/2013,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,companies_posts_comments_columns,1/13/2013,1/13/2013,1,1,1,0,0,0,0,0,0,0,companies_posts_reactions_columns,1/13/2013,1/13/2013,1,1,3,0,0,0,0,0,0,0
1,rasham,1.00269E+14,514130798,6/28/2016,0,0,0,0,0,companies_general_info_columns,1,1,1,,0,,0,795,1,1,1,0,0,3,1,0,0,0,0,0,0,FALSE,,FALSE,FALSE,,1/1/2008,1,1,,,135,21,162,24,,,Product/Service,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,11/9/2010,4/11/2016,1,0,0,0,0,0,0,,8,16,3,0,1,0,1,1,0,0,0,13,0,2,1,0,0,1,1,0,0,2,2,companies_posts_columns,6/28/2016,34,34,11/11/2010,5/25/2016,16,28,9,22,1,21,6,16,22,1,21,6,16,23,2,21,6,17,17,0,7,0.607142857,256,0,190,9.142857143,23,0,5,0,5,7,0,3,0.25,0,0,0,0,companies_posts_comments_columns,5/16/2013,12/30/2015,7,8,14,0,0,1,0,1,1,0,companies_posts_reactions_columns,11/11/2010,5/25/2016,28,28,223,6,3,4,0,10,13,0
1,rasham,1.09567E+14,514276534,6/28/2016,0,59,0,3,1,companies_general_info_columns,1,1,1,054-907-2407,1,,0,294,1,1,1,11,11,1,1,1,1,0,0,0,1,FALSE,,FALSE,FALSE,,,0,1,1426,223,141,25,273,41,,,Energy/Utility,Solar Energy Service,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,3/10/2011,5/17/2016,1,0,0,0,0,0,0,,22,109,6,2,1,1,1,1,0,0,18,73,7,6,5,0,0,4,0,1,3,4,8,companies_posts_columns,6/28/2016,19,19,3/10/2011,6/9/2016,38,130,14,110,0,110,9,101,113,0,113,9,104,130,0,130,9,121,20,0,3,0.153846154,231,0,9,1.776923077,130,0,0,0,0,0,0,0,0,0,0,0,0,companies_posts_comments_columns,4/9/2013,5/5/2016,9,14,6,1,0,0,0,1,1,0,companies_posts_reactions_columns,3/10/2011,6/9/2016,102,130,62,8,2,4,1,10,10,0
1,forceliquidated,3.58947E+14,511172983,10/26/2015,246,20,0,7,2,companies_general_info_columns,1,1,1,04-8411356,1,,0,255,1,1,1,0,0,2,1,1,1,0,0,0,1,FALSE,,FALSE,FALSE,,,0,1,,,43,8,,,,,Shopping/Retail,Furniture Store,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,11/18/2014,4/27/2016,1,0,0,0,0,0,0,,3,14,4,0,1,1,1,1,0,0,0,7,3,1,3,0,0,0,0,0,6,0,6,companies_posts_columns,6/28/2016,62,-184,11/18/2014,4/27/2016,4,11,4,10,0,10,3,7,10,0,10,3,7,10,0,10,3,7,8,0,3,0.727272727,33,0,6,3,10,0,1,0,1,1,0,1,0.090909091,1,0,1,0.090909091,companies_posts_comments_columns,11/25/2014,2/6/2016,3,5,5,0,0,0,5,0,5,1,companies_posts_reactions_columns,11/18/2014,4/27/2016,9,11,22,0,0,0,19,0,19,1
1,forceliquidated,1.63241E+14,510555956,4/12/1984,11765,19,0,0,0,companies_general_info_columns,1,1,1,03-6911334,1,,0,315,1,1,1,0,0,10,1,1,0,0,0,0,1,FALSE,,FALSE,FALSE,,1/1/2008,1,1,,,70,12,,,81,15,Local Business,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,10/24/2010,6/8/2016,1,0,0,0,0,0,0,,25,45,4,0,1,1,1,1,0,0,0,30,7,5,3,0,0,0,0,0,0,0,0,companies_posts_columns,6/28/2016,20,-11745,10/21/2010,6/8/2016,47,140,38,83,0,83,19,64,111,0,111,24,87,130,0,130,38,92,37,0,3,0.264285714,432,0,22,3.085714286,130,0,10,1,9,0,0,0,0,16,0,10,0.114285714,companies_posts_comments_columns,10/21/2010,6/8/2016,21,24,17,0,0,0,0,0,0,0,companies_posts_reactions_columns,10/21/2010,6/8/2016,124,140,159,0,0,0,0,0,0,0
1,rasham,1.03394E+14,511746240,6/28/2016,0,1,0,0,0,companies_general_info_columns,1,0,0,35289947,1,,0,89,0,1,1,0,0,0,0,1,1,0,0,0,1,FALSE,,FALSE,FALSE,,4/1/1982,1,1,88,16,16,3,,,,,Food/Grocery,Food & Grocery,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,9/16/2012,1/4/2016,1,0,2,3,0.176470588,0,2,1.5,12,17,3,0,1,1,0,1,0,0,0,8,7,0,2,0,0,0,1,0,0,1,1,companies_posts_columns,6/28/2016,48,48,4/1/1982,5/11/2016,16,25,3,18,0,18,3,15,18,0,18,3,15,23,0,23,4,19,3,0,2,0.12,59,0,11,2.36,23,0,2,0,2,1,0,1,0.04,3,0,3,0.12,companies_posts_comments_columns,9/16/2012,2/5/2015,2,3,3,0,0,0,0,0,0,0,companies_posts_reactions_columns,4/1/1982,5/11/2016,22,25,25,1,0,0,0,1,1,0
1,rasham,1.08071E+14,512990847,6/28/2016,0,0,0,1,0,companies_general_info_columns,1,1,1,546710090,1,,0,117,1,1,1,0,0,0,0,1,1,0,0,0,1,FALSE,,FALSE,FALSE,,,0,0,,,,,,,,,Transportation,Transportation,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,12/4/2012,3/9/2015,1,0,2,4,1.333333333,0,2,2,2,3,2,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,companies_posts_columns,6/28/2016,477,477,1/2/2013,3/9/2015,4,5,1,3,0,3,2,1,3,0,3,2,1,2,0,2,1,1,1,0,1,0.2,13,0,12,2.6,2,0,3,2,1,0,0,0,0,18,0,10,3.6,companies_posts_comments_columns,3/9/2015,3/9/2015,1,1,1,0,0,0,0,0,0,0,companies_posts_reactions_columns,1/2/2013,3/9/2015,5,5,12,0,0,0,0,0,0,0
1,rasham,1.08071E+14,514073204,6/28/2016,0,0,0,0,3,companies_general_info_columns,1,1,1,546710090,1,,0,117,1,1,1,0,0,0,0,1,1,0,0,0,1,FALSE,,FALSE,FALSE,,,0,0,,,,,,,,,Transportation,Transportation,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,12/4/2012,3/9/2015,1,0,2,4,1.333333333,0,2,2,2,3,2,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,companies_posts_columns,6/28/2016,477,477,1/2/2013,3/9/2015,4,5,1,3,0,3,2,1,3,0,3,2,1,2,0,2,1,1,1,0,1,0.2,13,0,12,2.6,2,0,3,2,1,0,0,0,0,18,0,10,3.6,companies_posts_comments_columns,3/9/2015,3/9/2015,1,1,1,0,0,0,0,0,0,0,companies_posts_reactions_columns,1/2/2013,3/9/2015,5,5,12,0,0,0,0,0,0,0
1,rasham,1.08118E+14,511219537,6/28/2016,0,0,0,19,0,companies_general_info_columns,1,1,1,39636066,1,,0,39,0,1,1,0,0,0,0,1,1,0,0,0,1,FALSE,,FALSE,FALSE,,,0,1,676,109,34,6,,,266,41,Local Business,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,5/8/2011,5/24/2011,1,0,0,0,0,0,0,,1,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,companies_posts_columns,6/28/2016,245,245,5/15/2011,10/27/2015,7,12,3,7,0,7,1,6,7,0,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,11,2,0,1,0.166666667,11,0,5,0.916666667,companies_posts_comments_columns,5/15/2011,10/25/2015,2,2,2,0,0,1,0,0,1,0,companies_posts_reactions_columns,5/15/2011,10/27/2015,9,12,5,0,0,5,0,0,5,0
1,forceliquidated,2.44782E+14,513901751,9/25/2015,277,0,0,9,0,companies_general_info_columns,1,0,0,08-8658817,1,,0,13,0,1,1,0,0,0,1,1,0,0,0,0,0,FALSE,,FALSE,FALSE,,,0,1,162,25,14,2,,,473,87,Local Business,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,11/10/2012,11/10/2012,1,0,0,0,0,0,0,,1,7,3,1,0,0,1,1,0,0,5,0,0,1,1,0,0,0,0,0,0,0,0,companies_posts_columns,6/28/2016,1323,1046,12/14/2011,11/13/2012,2,5,0,2,0,2,0,2,3,0,3,0,3,5,0,5,0,5,0,0,0,0,2,0,2,0.4,5,0,0,0,0,0,0,0,0,0,0,0,0,companies_posts_comments_columns,,,0,0,0,0,0,0,0,0,0,0,companies_posts_reactions_columns,12/14/2011,11/13/2012,4,5,2,0,0,0,0,0,0,0
1,rasham,1.05559E+14,511432668,6/28/2016,0,14,0,1,0,companies_general_info_columns,1,1,1,1-700-50-30-30,1,,0,179,1,1,1,0,0,2,1,1,1,0,0,0,1,FALSE,,FALSE,FALSE,,5/7/1989,1,1,,,149,17,,,,,Local Business,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,5/21/2010,5/30/2016,1,0,4,9,0.055900621,0,6,2.25,23,161,13,9,1,1,1,1,0,0,120,30,2,4,5,0,0,1,4,4,0,5,9,companies_posts_columns,6/28/2016,29,29,5/7/1989,5/30/2016,44,95,15,84,0,84,29,55,91,0,91,29,62,95,0,95,30,65,14,0,3,0.147368421,325,0,16,3.421052632,95,0,0,0,0,0,0,0,0,0,0,0,0,companies_posts_comments_columns,7/14/2010,12/23/2015,10,10,10,0,0,2,0,0,2,0,companies_posts_reactions_columns,5/7/1989,5/30/2016,80,95,67,3,27,16,8,27,37,0
2,forceliquidated,1.16487E+14,511895450,7/13/2015,351,0,0,6,0,companies_general_info_columns,0,0,0,,0,,0,80,0,1,1,0,0,0,0,0,0,0,0,0,0,FALSE,,FALSE,FALSE,,,0,1,,,74,12,,,,,Restaurant/Cafe,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,6/28/2016,66,-285,4/22/2010,4/23/2016,2,4,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,6,0,6,1.5,7,0,6,1.75,companies_posts_comments_columns,4/1/2016,4/1/2016,1,1,4,0,0,0,0,0,0,0,companies_posts_reactions_columns,4/22/2010,4/23/2016,3,4,7,0,0,0,0,0,0,0
1,forceliquidated,1.73953E+14,513527978,7/6/2015,358,15,13,17,15,companies_general_info_columns,1,0,0,03-6832702 /057-7746485,1,,0,206,1,1,1,0,0,0,1,1,1,0,0,0,1,FALSE,,FALSE,FALSE,,,0,1,591,87,128,20,,,,,Transportation,Transportation,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,3/22/2011,1/2/2013,1,66,63,299,3.02020202,0,7,4.53030303,5,99,24,22,0,0,1,1,0,0,86,0,0,1,12,0,0,0,0,0,0,0,0,companies_posts_columns,6/28/2016,1273,915,3/22/2011,1/2/2013,8,80,8,70,0,70,3,67,78,0,78,3,75,78,0,78,3,75,11,0,3,0.1375,70,0,10,0.875,78,0,2,0,2,0,0,0,0,1,0,1,0.0125,companies_posts_comments_columns,3/22/2011,4/17/2011,2,8,4,0,0,0,0,0,0,0,companies_posts_reactions_columns,3/22/2011,1/2/2013,64,80,29,0,0,0,0,0,0,0
2,forceliquidated,2.80651E+14,514641885,7/24/2013,1070,22,0,4,1,companies_general_info_columns,1,0,0,1-700-700-629,1,,0,1119,1,1,1,0,0,0,0,1,0,0,0,0,0,FALSE,,FALSE,FALSE,,,0,1,,,66,10,,,,,Company,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,9/12/2011,3/2/2012,1,0,0,0,0,0,0,,6,77,8,6,1,0,0,1,0,0,53,13,0,0,11,0,0,0,0,0,0,0,0,companies_posts_columns,6/28/2016,895,-175,10/6/2011,1/15/2014,13,44,9,30,0,30,1,29,31,0,31,2,29,38,0,38,2,36,4,0,1,0.090909091,38,0,5,0.863636364,38,0,6,0,6,0,0,0,0,1,0,1,0.022727273,companies_posts_comments_columns,10/10/2011,3/2/2012,3,4,3,0,0,0,0,0,0,0,companies_posts_reactions_columns,10/6/2011,1/15/2014,29,44,17,0,0,0,1,0,1,0
1,rasham,1.09755E+14,513603282,6/28/2016,0,0,0,0,0,companies_general_info_columns,1,1,1,,0,,0,16,0,1,1,0,0,0,0,0,0,0,0,0,0,FALSE,,FALSE,FALSE,,,0,0,,,,,,,,,Product/Service,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,11/29/2010,11/29/2010,1,0,0,0,0,0,0,,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,companies_posts_columns,6/28/2016,2038,2038,11/29/2010,11/29/2010,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,companies_posts_comments_columns,,,0,0,0,0,0,0,0,0,0,0,companies_posts_reactions_columns,11/29/2010,11/29/2010,1,1,0,0,0,0,0,0,0,0
1,forceliquidated,2.53596E+14,511431108,8/9/2002,5072,0,0,0,0,companies_general_info_columns,1,0,0,03-6595289,1,,0,52,0,1,1,1,1,1,0,1,1,0,0,0,1,FALSE,,FALSE,FALSE,,,0,1,,,51,8,,,,,Automotive,"Accessories Store,Automotive",1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,12/11/2013,12/11/2013,1,0,0,0,0,0,0,,1,4,3,1,1,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,companies_posts_columns,6/28/2016,433,-4639,12/11/2013,4/22/2015,3,8,0,3,0,3,0,3,3,0,3,0,3,6,0,6,0,6,0,0,0,0,1,0,1,0.125,6,0,2,0,2,0,0,0,0,0,0,0,0,companies_posts_comments_columns,,,0,0,0,0,0,0,0,0,0,0,companies_posts_reactions_columns,12/11/2013,4/22/2015,6,8,1,0,0,0,0,0,0,0
1,rasham,1.00718E+14,512825225,6/28/2016,0,0,0,2,1,companies_general_info_columns,1,0,0,,0,,0,537,1,1,1,8,8,1,1,1,1,0,0,0,1,FALSE,,FALSE,FALSE,,,0,1,,,86,15,,,,,Food/Beverages,Bakery,1980,1896,companies_events_columns,1/27/2013,1/27/2013,1,1,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,companies_photos,1/26/2013,6/13/2016,1,0,0,0,0,0,0,,4,24,9,5,1,1,1,1,0,0,5,2,12,2,3,0,0,14,0,0,0,14,14,companies_posts_columns,6/28/2016,15,15,1/27/2013,6/13/2016,7,23,11,11,0,11,4,7,12,0,12,4,8,20,0,20,7,13,10,0,2,0.434782609,94,0,30,4.086956522,20,1,2,0,3,7,0,5,0.304347826,0,0,0,0,companies_posts_comments_columns,1/27/2013,8/25/2013,3,8,4,0,0,0,0,0,0,0,companies_posts_reactions_columns,1/27/2013,6/13/2016,19,23,66,0,0,0,0,0,0,0
1,rasham,1.08474E+14,515042489,6/28/2016,0,8,0,0,0,companies_general_info_columns,1,1,1,052-424-5083,1,,0,944,1,1,1,0,0,2,1,1,1,0,0,0,1,FALSE,,FALSE,FALSE,,9/1/2015,1,1,785,116,88,11,,,,,Spas/Beauty/Personal Care,"Alternative & Holistic Health,Massage,Health Spa",1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,3/6/2013,5/31/2016,1,0,0,0,0,0,0,,12,39,5,1,1,1,1,1,0,0,3,24,2,6,4,0,0,5,1,9,5,6,20,companies_posts_columns,6/28/2016,15,15,10/4/2010,6/13/2016,18,65,14,59,2,57,19,40,62,2,60,19,43,61,2,59,19,42,22,0,5,0.338461539,385,0,87,5.923076923,61,0,4,0,4,1,0,1,0.015384615,0,0,0,0,companies_posts_comments_columns,12/27/2014,11/1/2015,6,8,15,0,0,1,5,0,6,0,companies_posts_reactions_columns,10/4/2010,6/13/2016,60,65,249,8,5,48,14,10,65,0
1,rasham,1.08565E+14,514520527,6/28/2016,0,0,0,0,0,companies_general_info_columns,1,0,0,09-766-1555,1,,0,24,0,1,1,0,0,0,1,1,1,0,0,0,1,FALSE,,FALSE,FALSE,,,0,1,422,66,21,3,,,,,Business Services,Business Services,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,11/19/2012,11/19/2012,1,0,0,0,0,0,0,,1,2,2,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,companies_posts_columns,6/28/2016,905,905,11/19/2012,1/5/2014,2,2,0,2,0,2,0,2,2,0,2,0,2,1,0,1,0,1,0,0,0,0,1,0,1,0.5,1,0,1,0,1,0,0,0,0,0,0,0,0,companies_posts_comments_columns,,,0,0,0,0,0,0,0,0,0,0,companies_posts_reactions_columns,11/19/2012,1/5/2014,2,2,1,0,0,0,0,0,0,0
1,rasham,1.02908E+14,514076983,6/28/2016,0,0,0,0,0,companies_general_info_columns,1,0,0,0542232619   03-6961629,1,,0,909,1,1,1,0,0,7,1,1,0,0,0,0,1,FALSE,,FALSE,FALSE,,,0,1,,,105,17,302,43,,,Health/Beauty,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,3/23/2010,5/21/2016,1,1,2,4,0.095238095,0,2,1.333333333,12,42,5,2,1,0,1,1,0,0,5,32,0,3,2,0,0,4,9,14,1,17,28,companies_posts_columns,6/28/2016,38,38,3/24/2010,5/21/2016,39,118,39,92,6,86,53,39,96,7,89,56,40,109,7,102,65,44,100,0,16,0.847457627,1394,0,131,11.81355932,109,0,9,0,9,2,0,2,0.016949153,3,0,1,0.025423729,companies_posts_comments_columns,9/26/2010,5/21/2016,19,37,69,10,11,24,1,22,42,0,companies_posts_reactions_columns,3/24/2010,5/21/2016,106,118,648,162,65,350,28,203,474,0
2,rasham,1.03018E+14,513836676,6/28/2016,0,11,0,13,0,companies_general_info_columns,1,0,0,,0,,0,73,0,1,1,0,0,0,0,0,0,0,0,0,0,FALSE,,FALSE,FALSE,,,0,0,,,,,,,,,Local Business,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,4/18/2010,4/18/2010,1,0,0,0,0,0,0,,1,8,2,1,0,0,0,1,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,companies_posts_columns,6/28/2016,535,535,4/18/2010,1/10/2015,4,4,0,2,0,2,0,2,3,0,3,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3,0,3,0,0,0,0,1,0,1,0.25,companies_posts_comments_columns,,,0,0,0,0,0,0,0,0,0,0,companies_posts_reactions_columns,4/18/2010,1/10/2015,4,4,0,0,0,0,0,0,0,0
1,forceliquidated,1.20002E+14,512993189,9/10/2014,657,1,0,15,3,companies_general_info_columns,1,0,0,03-5708202,1,,0,45,0,1,1,0,0,0,0,0,0,0,0,0,0,FALSE,,FALSE,FALSE,,,0,1,,,127,19,,,,,Local Business,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,6/28/2010,10/26/2010,1,0,0,0,0,0,0,,3,109,9,7,1,0,0,1,0,0,105,2,0,0,2,0,0,0,0,0,0,0,0,companies_posts_columns,6/28/2016,1499,842,6/28/2010,5/21/2012,6,20,2,15,0,15,0,15,15,0,15,0,15,15,0,15,0,15,0,0,0,0,8,0,3,0.4,15,0,5,0,5,2,0,1,0.1,0,0,0,0,companies_posts_comments_columns,,,0,0,0,0,0,0,0,0,0,0,companies_posts_reactions_columns,6/28/2010,5/21/2012,12,20,5,0,0,0,0,0,0,0
1,rasham,1.00804E+14,514715002,6/28/2016,0,0,0,0,0,companies_general_info_columns,1,0,0,054-5506345,1,,0,1254,1,1,1,0,0,1,1,1,1,0,0,0,1,FALSE,,FALSE,FALSE,,1/1/2008,1,1,561,93,95,15,1726,270,16,2,Event Planning/Event Services,Event Planning,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,3/21/2012,2/13/2016,1,16,58,225,0.64469914,0,8,3.75,13,349,10,6,1,1,1,1,0,0,231,93,11,7,7,0,0,0,22,0,19,22,41,companies_posts_columns,6/28/2016,42,42,1/1/2008,5/17/2016,19,91,41,84,2,82,72,12,86,2,84,72,14,83,1,82,71,12,55,0,10,0.604395604,1040,0,82,11.42857143,83,1,7,4,4,30,0,26,0.32967033,291,0,200,3.197802198,companies_posts_comments_columns,3/21/2012,2/10/2016,13,30,66,0,1,0,8,1,8,0,companies_posts_reactions_columns,1/1/2008,5/17/2016,84,91,698,0,86,0,129,86,192,0
1,forceliquidated,5.94742E+14,514220631,4/20/2015,435,11,0,1,1,companies_general_info_columns,1,1,1,,0,,0,259,1,1,1,0,0,1,1,0,0,0,0,0,0,FALSE,,FALSE,FALSE,,,0,1,89,13,36,6,,,,,Vitamins/Supplements,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,1/20/2015,6/5/2016,1,0,1,1,0.035714286,0,1,1,5,28,4,0,1,1,1,1,0,0,0,16,7,3,2,0,0,24,0,0,0,24,24,companies_posts_columns,6/28/2016,23,-412,1/20/2015,6/5/2016,5,16,9,14,0,14,12,2,14,0,14,12,2,15,0,15,13,2,6,0,2,0.375,273,0,92,17.0625,15,0,1,0,1,0,0,0,0,0,0,0,0,companies_posts_comments_columns,1/20/2015,2/16/2015,2,4,5,5,0,0,0,5,5,0,companies_posts_reactions_columns,1/20/2015,6/5/2016,16,16,132,132,0,0,0,132,132,0
